title,handle,street,suburb,city,province,country,zip,phone,website,instagram_handle,tags,group,place_id,lat,long
Chocilo,chocilo,244 Waterdale Rd,North Ivanhoe Vic,North Ivanhoe Vic,VIC,AUSTRALIA,3079,(03) 9499 7023,http://www.chocilo.com.au/,chocilo_melbourne,cafe,Australia,ChIJF4KDjyZE1moR4KmkrT0MhRE,-37.7588685,145.0444927
Chomp,chomp,1 Trenery Cres,Cremorne,Cremorne,VIC,AUSTRALIA,3067,03 9486 0824,,,stockist,Australia,ChIJ4UfzJwRD1moRoQy4a-uSbq8,-37.799977,144.999822
Cinema Nova,cinema-nova,380 Lygon St,Carlton,Carlton,VIC,AUSTRALIA,3053,(03) 9347 5331,http://www.cinemanova.com.au/,cinemanova,cafe,Australia,ChIJX6cjotZC1moRppz20GUm5sc,-37.7981075,144.9682398
Cuppa Joe Coffee,cuppa-joe-coffee,135 Cremorne St,Cremorne,Cremorne,VIC,AUSTRALIA,3121,0431 241 982,http://cuppajoecoffee.com.au/,cuppajoe_coffee,"cafe,stockist",Australia,ChIJ_1Vf5JBC1moRAnUov0ptnG0,-37.8293062,144.9907445
Four Larks,four-larks,4/661-663 Victoria St,Abbotsford,Abbotsford,VIC,AUSTRALIA,3067,(03) 9428 7712,,fourlarkscafe,"cafe,stockist",Australia,ChIJ63vhOVNC1moR5ry62w6G7ro,-37.811478,145.012322
Front Cafe,front-cafe,242 Lygon St,Carlton,Carlton,VIC,AUSTRALIA,3053,(03) 9663 3577,http://www.frontcookingschool.vic.edu.au/,,cafe,Australia,ChIJywx4Y9FC1moRpwsdUeM5pqU,-37.8015024,144.9672713
Geelong West Social Club,geelong-west-social-club,1B Yuille St,Geelong West,Geelong West,VIC,AUSTRALIA,3218,0409 916 924,,geelongwestsocialclub,"cafe,stockist",Australia,ChIJzyo_iAAU1GoRH-3HAMElUl4,-38.1425586,144.3476568
Goodies Takeaway,goodies-takeaway,215 Balaclava Rd,North Caulfield,North Caulfield,VIC,AUSTRALIA,3161,9531 3550,,goodiestakeaway,"cafe,stockist",Australia,ChIJJzjPBr9p1moRQ4gu2jRleys,-37.872798,145.024229
Gourmet Larder,gourmet-larder,57A Vincent St,Daylesford,Daylesford,VIC,AUSTRALIA,3460,(03) 5348 4700,http://larderdaylesford.com.au/,larder_daylesford,"cafe,stockist",Australia,ChIJwZINMJbT1moRiBCuxv43GXo,-37.3428054,144.1426636
Green Glass,green-glass,"Level 1, 336 George St",Brisbane,Brisbane,QLD,AUSTRALIA,4000,0403 966 671,http://www.greenglasswine.com/,Greenglass336,cafe,Australia,ChIJq6peEQRakWsRjSbi7Cj_O2g,-27.4693773,153.0217254
Harper's Kitchen,harper-s-kitchen,78 Inkerman St,St Kilda,St Kilda,VIC,AUSTRALIA,3182,(03) 9537 0450,http://harperskitchen.com.au/,harperskitchen,cafe,Australia,ChIJyyc-YUJo1moRSglrPyfxHJA,-37.8640232,144.9844614
Hellas Cake Shop,hellas-cake-shop,322 Lennox St,Richmond,Richmond,VIC,AUSTRALIA,3121,(03) 9428 6805,http://www.hellascakes.com.au/,hellascakes,cafe,Australia,ChIJgy3JjpJC1moRq4wUand9YZY,-37.824838,144.9932388
Incy Wincy,incy-wincy,"Shop 12, 5-7 Kilvington Drive",Emerald,Emerald,VIC,AUSTRALIA,3782,0413 344 200,https://www.incywincy.com.au/,incywincyemerald,"cafe,stockist",Australia,ChIJDYRw2SMh1moRAfXDAOSuvRI,-37.933142,145.441322
Jacobs Ladder,jacobs-ladder,8/66 Condamine St,Runcorn,Runcorn,QLD,AUSTRALIA,4113,(07) 3076 8211,https://www.facebook.com/Jacobs-Ladder-Cafe-1047394175394254/,jacobs_ladder_cafe,"cafe,stockist",Australia,ChIJQ6JR0lNEkWsRDHc_2MSNYdY,-27.6107762,153.0668897
Jungle Juice,jungle-juice,20 Centre Pl,Melbourne,Melbourne,VIC,AUSTRALIA,3000,(03) 9639 8779,,junglejuicebar,cafe,Australia,ChIJQWunObRC1moREmlWbJ9xtP4,-37.8167121,144.9656432
Parco,parco,2 Argyle Place,South Carlton,South Carlton,VIC,AUSTRALIA,3053,0407 221 442,http://www.parco.com.au/,parcocarlton,"cafe,stockist",Australia,ChIJwaWOhHtD1moRLnQwXZFQaJg,-37.8033965,144.965873
Kelso's Sandwich Shoppe,kelso-s-sandwich-shoppe,271 Johnston St,Melbourne,Melbourne,VIC,AUSTRALIA,3067,(03) 9495 6268,http://www.kelsossandwiches.com/,kelsossandwiches,"cafe,stockist",Australia,ChIJGzFpqhxD1moR77OIpPihfOY,-37.800263,144.995541
Koy Restaurant PL,koy-restaurant-pl,"Stall 98, 116-136 Cecil St",South Melbourne,South Melbourne,VIC,AUSTRALIA,3205,9696 9640,,koyrestaurant,"cafe,stockist",Australia,Ej5TdGFsbCA5OC8xMTYtMTM2IENlY2lsIFN0LCBTb3V0aCBNZWxib3VybmUgVklDIDMyMDUsIEF1c3RyYWxpYSIkGiIKFgoUChIJ23qH6f5n1moRhhUPjN-CrSkSCFN0YWxsIDk4,-37.8322517,144.9565883
Lafayette Fine Foods,lafayette-fine-foods,355 New St,Brighton,Brighton,VIC,AUSTRALIA,3186,(03) 9596 1867,http://www.lafayettefinefoods.com.au/,lafayettefinefoodsmelbourne,"cafe,stockist",Australia,ChIJoWvhu8Ro1moRoV9mQnGXSgE,-37.90312000000001,144.9930685
Le Peche Gourmand,le-peche-gourmand,69a Albert St,Creswick,Creswick,VIC,AUSTRALIA,3363,5345 2731,http://www.lepechegourmand.com.au/,lepechegourmand,"cafe,stockist",Australia,ChIJ8fUeqMw50WoRCZ7OLUNCpo4,-37.423879,143.894377
Lighthouse Tea Rooms,,7 Federal Street,Aireys Inlet,Aireys Inlet,VIC,AUSTRALIA,3231,0438609257,,,Cafe,Australia,,,
Lilo Cafe,lilo-cafe,1/725 The Esplanade,Mornington,Mornington,VIC,AUSTRALIA,3931,(03) 5975 0165,http://www.lilocafe.com.au/,lilocafe,"cafe,stockist",Australia,ChIJ061UnV_Z1WoRdIusMFD033U,-38.2262119,145.030053
Maillard,maillard,2/347 St Georges Rd,Fitzroy North,Fitzroy North,VIC,AUSTRALIA,3068,0402 410 695,http://instagram.com/cafe.maillard,http:instagram.comcafe.maillard,"cafe,stockist",Australia,ChIJIyU2yGtD1moR6Kx-jaG4ZF8,-37.7795944,144.9867356
Master of None,master-of-none,57B Station St,Malvern,Malvern,VIC,AUSTRALIA,3144,(03) 9576 2158,http://masterofnone.com.au/,,"cafe,stockist",Australia,ChIJz7K9qOlp1moR7gIysMsJAI8,-37.8660172,145.0296481
Medhurst Cellar Door and More,medhurst-cellar-door-and-more,24-26 medhurst Rd,Coldstream,Coldstream,VIC,AUSTRALIA,3770,(03) 5964 9022,http://www.medhurstwines.com.au/,,cafe,Australia,ChIJnwEd1-cq1moRRMN2a1LKDVA,-37.71887299999999,145.4570571
Mister Brightside,mister-brightside,"Shop 1, 187-189 Booran Rd",Caulfield South,Caulfield South,VIC,AUSTRALIA,3162,(03) 9576 9588,http://misterbrightside.com/,cafe_brightside,"cafe,stockist",Australia,ChIJL4k3GXdp1moRx5sxIDCAgIM,-37.8964674,145.0359916
Migrant Coffee,,"Shop 3, 576 Barkley Street",West Footscray,West Footscray,VIC,AUSTRALIA,3011,0456 831 203,,,"cafe,stockist",Australia,,,
Moons Espresso Bar,moons-espresso-bar,108 Mount Joy Parade,Lorne,Lorne,VIC,AUSTRALIA,3232,0420 276 009,https://www.facebook.com/pages/Moons-Licensed-Espresso-Bar/151388288234772,,"cafe,stockist",Australia,ChIJf1cblsBk02oRJPE7HrO0iNA,-38.5402257,143.9749692
Mr Burch,mr-burch,129 McKinnon Rd,McKinnon,McKinnon,VIC,AUSTRALIA,3204,(03) 9503 4312,http://www.mrburch.com.au/,mrburchcafe,"cafe,stockist",Australia,ChIJB7cCRGhp1moR8waP-MxzEyc,-37.9106919,145.0365572
Mr Sister Coffee,mr-sister-coffee,Shop 2150 Westfield Kotara,Kotara,Kotara,NSW,AUSTRALIA,2289,(02) 4957 8542,https://www.facebook.com/mrsistercoffee/,mrsistercoffee,"cafe,stockist",Australia,ChIJZ2hEO_0Vc2sRHnb7gvFlevQ,-32.9427431,151.7111352
My Sister Says Cafe,my-sister-says-cafe,118 Bridge St,Port Melbourne,Port Melbourne,VIC,AUSTRALIA,3207,(03) 9646 3792,https://m.facebook.com/mysistersays/,mysistersayscafe,"cafe,stockist",Australia,ChIJ7V4WNOxn1moR8Jd2o1EPznQ,-37.836516,144.943575
Neon Tiger,neon-tiger,1252 Malvern Rd,Malvern,Malvern,VIC,AUSTRALIA,3144,(03) 9824 5518,http://www.neontiger.com.au/,neontiger_cafe,cafe,Australia,ChIJwWOywwhC1moRfn1OhWnn_5k,-37.8526824,145.036456
North Island Cafe,north-island-cafe,111 Scotchmer St,Fitzroy North,Fitzroy North,VIC,AUSTRALIA,3068,(03) 9486 8864,,,"cafe,stockist",Australia,ChIJwZ-d5z9D1moR9JhatFi-AJs,-37.783012,144.982691
Olive at Loch,olive-at-loch,38 Victoria Rd,Loch,Loch,VIC,AUSTRALIA,3945,0417 381 962,http://oliveloch.com.au/,,cafe,Australia,ChIJk3MeE873KWsR9EBihNn_KBY,-38.36902449999999,145.7069272
Occident ,,21 Anderson Street,Yarraville,Yarraville,VIC,AUSTRALIA,3013,9362 0935,,,Cafe,Australia,,,
On The Bite,on-the-bite,215 River St,Maclean,Maclean,NSW,AUSTRALIA,2463,(02) 6645 4488,,onthebitecafe,cafe,Australia,ChIJ9zHVXmM1mmsR_RZp-hKucV4,-29.4560567,153.1972833
Our Kitchenette,our-kitchenette,217 Riversdale Rd,Hawthorn,Hawthorn,VIC,AUSTRALIA,3122,(03) 9939 9340,http://www.ourkitchenette.com.au/,ourkitchenette,cafe,Australia,ChIJ02PiTi9C1moRexwAD7p9cIc,-37.82968640000001,145.0435012
Oxford Larder,oxford-larder,18 Peel St,Collingwood,Collingwood,VIC,AUSTRALIA,3066,(03) 9417 3675,http://oxfordlarder.com.au/,oxfordlarder,"cafe,stockist",Australia,ChIJo8Jtx-BC1moRa6FPhV_QnHo,-37.8049789,144.9848965
Papercup Coffee,papercup-coffee,Shop 1/16 Frank St,Labrador,Labrador,QLD,AUSTRALIA,4215,0490 089 438,https://www.facebook.com/gcpapercup/,papercup.coffee.goldcoast,"cafe,stockist",Australia,ChIJI3nARsIPkWsRsY8heAQdwYU,-27.9535256,153.4076392
Pier Provedore Flinders,pier-provedore-flinders,38 Cook St,Flinders,Flinders,VIC,AUSTRALIA,3929,(03) 5989 0591,,pierprovedoreflinders,"cafe,stockist",Australia,ChIJGxjYeuW41WoRA_5x5FG9BoI,-38.473758,145.018348
Pier Street Kitchen,pier-street-kitchen,19 Pier St,Dromana,Dromana,VIC,AUSTRALIA,3936,(03) 5981 4666,https://www.pierstreetkitchen.com.au/,pierstreetkitchen,"cafe,stockist",Australia,ChIJtw2Tb4vF1WoR2js1iUjlQe8,-38.3331242,144.9660634
Porter Republic,porter-republic,117 Marine Parade,San Remo,San Remo,VIC,AUSTRALIA,3922,(03) 5678 5524,,porterrepublic,cafe,Australia,ChIJH7TuhaXz1WoR2sX5NOmoJ9A,-38.5210397,145.3700967
Pyrenees Pantry,pyrenees-pantry,44 Neill St,Beaufort,Beaufort,VIC,AUSTRALIA,3373,(03) 5349 2002,http://pyreneespantry.com.au/,pyreneespantry,cafe,Australia,ChIJfQ9iHq2C0WoRO4Togxh85VQ,-37.4296563,143.38353
Raw Chocolate,raw-chocolate,3745 Point Nepean Rd,Portsea,Portsea,VIC,AUSTRALIA,3944,03 5984 3010,,raw_chocolate,cafe,Australia,ChIJbXY8ncE11GoRFBQjgUrtk0g,-38.320555,144.714502
Reverends Coffee,reverends-coffee,372 Brunswick St,Fortitude Valley,Fortitude Valley,QLD,AUSTRALIA,4006,0419 484 439,https://www.facebook.com/reverendsfinecoffee/menu/,reverendsfinecoffeeandbar,"cafe,stockist",Australia,ChIJg_qaDvNZkWsRfVKCVR6tmF4,-27.4588269,153.0356708
River La Vie,river-la-vie,101/197 King Arthur Terrace,Tennyson,Tennyson,QLD,AUSTRALIA,4105,(07) 3392 6265,http://www.riverlavie.com.au/,riverlavie,cafe,Australia,ChIJi4K-SHNQkWsRuE77DZ_JQLA,-27.5243528,153.0080894
Royal Mail Hotel,royal-mail-hotel,102 Parker St,Dunkeld,Dunkeld,VIC,AUSTRALIA,3294,(03) 5577 2241,http://www.royalmail.com.au/,royalmailhotel,cafe,Australia,ChIJtatuYbiizWoRLe-nkEhygMY,-37.6490484,142.3402533
Scout,scout,190 Petrie Terrace,Petrie Terrace,Petrie Terrace,QLD,AUSTRALIA,4000,(07) 3367 2171,http://www.scoutcafe.com.au/,scoutcafebrisbane,"cafe,stockist",Australia,ChIJb2YEr6pQkWsR9Lx8ph0liE8,-27.4618493,153.0142749
Servery &amp; Spoon,servery-spoon,137 Waverley Rd,Malvern East,Malvern East,VIC,AUSTRALIA,3145,9571 7495,,serveryandspoon,"cafe,stockist",Australia,ChIJdTObivVp1moR6f7zT0eHUL4,-37.875974,145.049281
Son of a Burch,son-of-a-burch,169 McKinnon Rd,Mckinnon,Mckinnon,VIC,AUSTRALIA,3204,(03) 8525 9809,http://sonofaburch.com.au/,sonofaburchcafe,"cafe,stockist",Australia,ChIJZ_YYemhp1moR5hDHSXDqr5I,-37.910886,145.0379149
Sorsi e Morsi,sorsi-e-morsi,31 Blessington St,St Kilda,St Kilda,VIC,AUSTRALIA,3182,(03) 9593 6033,http://www.sorsiemorsi.com.au/,icarusi2_sorsiemorsi,"cafe,stockist",Australia,ChIJrQ8mJ2Fo1moR0yPBQJx_qaA,-37.87072,144.9803111
South of Johnston,south-of-johnston,46 Oxford St,Collingwood,Collingwood,VIC,AUSTRALIA,3066,(03) 9417 2741,http://southofjohnston.com.au/,southofjohnston,cafe,Australia,ChIJDeqOSudC1moRLCC-gjbUWow,-37.805999,144.984621
Spring Hill Deli and Produce,spring-hill-deli-and-produce,"Shop 1+2, 537 Boundary St",Spring Hill,Spring Hill,QLD,AUSTRALIA,4000,(07) 3161 3031,https://www.springhilldeli.com/,springhilldeliandcafe,cafe,Australia,ChIJ5cMQKPlZkWsRcRsbE5S_Mjs,-27.4602798,153.0212933
Start Cafe,start-cafe,96 Humffray St,Ballarat East,Ballarat East,VIC,AUSTRALIA,3350,0477 567 773,http://www.facebook.com/startcafeballarat/,cafestart,"cafe,stockist",Australia,ChIJmcPX061F0WoRza4QDz0op2o,-37.5581453,143.872142
Stray Neighbour,stray-neighbour,463-467 Plenty Rd,Preston,Preston,VIC,AUSTRALIA,3072,(03) 9471 1420,http://strayneighbour.com.au/,strayneighbour,cafe,Australia,ChIJ-cNSFFNE1moRSZP1ftyxjg8,-37.737046,145.0121706
Surabing,surabing,Shop 1A Market Square,Sunnybank,Sunnybank,QLD,AUSTRALIA,4108,07 3274 1700,https://m.facebook.com/pages/Market-Square/134595519921371,,cafe,Australia,ChIJYbZAAtlEkWsRvHGG_YDVjb0,-27.5727179,153.0651799
Switchboard Barista Pty Ltd,switchboard-barista-pty-ltd,"Shop 11 &amp; 12, 220 Collins St",Melbourne,Melbourne,VIC,AUSTRALIA,3000,0473 115 824,,switchboardcafe,cafe,Australia,EjVTaG9wIDExLzIyMCBDb2xsaW5zIFN0LCBNZWxib3VybmUgVklDIDMwMDAsIEF1c3RyYWxpYSIjGiEKFgoUChIJ2f1s27VC1moRMGBHZbpWtngSB1Nob3AgMTE,-37.8132125,144.9731659
Tana Cafe,tana-cafe,36 Church St,Hawthorn,Hawthorn,VIC,AUSTRALIA,3122,0421 965 656,http://facebook.com/tanacafe,tana_cafe,"cafe,stockist",Australia,ChIJoTFkV0tC1moRvzQQRFLGgQA,-37.814445,145.021958
The Corner Cafe On Woodland,the-corner-cafe-on-woodland,62-64 Woodlands St,Strathmore,Strathmore,VIC,AUSTRALIA,3041,(03) 9374 4757,http://www.thecornercafe.net.au/,thecornercafeonwoodland,"cafe,stockist",Australia,ChIJ8RpbQH1b1moRyUOIFdxB6KU,-37.743149,144.926952
The Essential Ingredient,the-essential-ingredient,25 Jardine St,Kingston,Kingston,ACT,AUSTRALIA,2604,(02) 6295 7148,https://www.essentialingredient.com.au/,esntlingredient,"cafe,stockist",Australia,ChIJfSIqkPxMFmsRKuJZm7mmZB4,-35.3152785,149.1420711
The Fresh Food Merchant,the-fresh-food-merchant,138 Malop St,Geelong,Geelong,VIC,AUSTRALIA,3220,(03) 5229 7402,http://thefreshfoodmerchant.com.au/,thefreshfoodmerchant,"cafe,stockist",Australia,ChIJOyxghh4U1GoR9oQ3LX6yUi4,-38.1484095,144.3635837
The General Food Store,the-general-food-store,377 Main St,Emerald,Emerald,VIC,AUSTRALIA,3782,(03) 5968 3580,http://thegeneralfoodstore.com.au/,http:instagram.comthegeneralfoodstore,"cafe,stockist",Australia,ChIJJ3Vm0Sch1moRWeLO2K-b1-4,-37.9320424,145.4413208
The Hunting Ground,the-hunting-ground,"Shop 3, 102 York St",Sale,Sale,VIC,AUSTRALIA,3850,(03) 5144 4709,,,"cafe,stockist",Australia,ChIJJ4LeuAgvL2sRW_mQtebk_o4,-38.110326,147.068757
The Jam Pantry,the-jam-pantry,2/575 Logan Rd,Greenslopes,Greenslopes,QLD,AUSTRALIA,4120,(07) 3158 9570,http://www.thejampantry.com.au/,thejampantry,"cafe,stockist",Australia,ChIJBQ91V1dakWsRxXP2H9MWf4I,-27.5074942,153.0502879
The Local,the-local,313 Lydiard St North,Soldiers Hill,Soldiers Hill,VIC,AUSTRALIA,4059,5332 3640,http://www.localcafeballarat.com/,the_local_cafe_ballarat,cafe,Australia,ChIJKWK-31BE0WoRhQHJpu2_jak,-37.5550101,143.8588049
The Lodge,the-lodge,976 Waterworks Rd,Brisbane,Brisbane,QLD,AUSTRALIA,4061,0410 114 113,https://m.facebook.com/pages/category/Coffee-Shop/The-Lodge-1430543080503068/,thelodgecafe,"cafe,stockist",Australia,ChIJaUFNs81WkWsRVGqPxg1CUCs,-27.4453246,152.9529336
The Long Yard Larder,the-long-yard-larder,2/37 Main St,Samford Village,Samford Village,QLD,AUSTRALIA,4053,(07) 3289 3516,,thelongyardlarder,"cafe,stockist",Australia,ChIJHXN335dVkWsRUex5IImiGY8,-27.3697434,152.8869587
The Paddock Cafe,the-paddock-cafe,420 Wallington Rd,Wallington,Wallington,VIC,AUSTRALIA,3222,(03) 5250 6056,,thepaddockcafe,cafe,Australia,ChIJWdx-ByE_1GoRuJXijuFVCJw,-38.2609608,144.5095105
The Rogue Rennard,the-rogue-rennard,106A Latrobe Terrace,Paddington,Paddington,QLD,AUSTRALIA,4064,(07) 3073 3986,http://remys.com.au/,remysbne,"cafe,stockist",Australia,ChIJIV_QXbNQkWsRnAkr25iWt-o,-27.4591963,152.9975271
The Waffle Press,the-waffle-press,174 Bridge Rd,Richmond,Richmond,VIC,AUSTRALIA,3121,0419 184 123,https://www.facebook.com/thewafflepressrichmond/,thewafflepress.melb,"cafe,stockist",Australia,ChIJo-F5mvFC1moRr1H1RBqpty0,-37.8184218,144.9963135
Tom Phat,tom-phat,182-184 Sydney Rd,Brunswick,Brunswick,VIC,AUSTRALIA,3056,(03) 9381 2374,http://www.tomphat.com/,tom_phat,cafe,Australia,ChIJhYtFtEpD1moRvGTz2zQPlNg,-37.7736513,144.9611868
Total Rush Cafe,total-rush-cafe,Cnr Punt Rd and Stewart St,Melbourne,Melbourne,VIC,AUSTRALIA,3121,(03) 9421 0070,http://www.totalrush.com.au/,,cafe,Australia,ChIJR90Oe5NC1moR_8Yc2U6g5Uk,-37.8234306,144.9891008
True North,true-north,2A Munro St,Coburg,Coburg,VIC,AUSTRALIA,3058,(03) 9917 2262,https://www.truenortharcher.com/,truenorth3058,"cafe,stockist",Australia,ChIJMYIuxLNE1moR8h8YvwyLKqM,-37.7448114,144.9657145
Victorian College For the Deaf,victorian-college-for-the-deaf,597 St Kilda Rd,St Kilda,St Kilda,VIC,AUSTRALIA,3008,(03) 9510 1706,http://www.vcd.vic.edu.au/,,cafe,Australia,ChIJYa0FMhZo1moR46ouD5XPJ-8,-37.8496876,144.9820208
Vintage Kiss xo,vintage-kiss-xo,4 Anzac Ave,Marian,Marian,QLD,AUSTRALIA,4741,0474 328 253,http://www.facebook.com/vintagekissbaravan,vintagekissbaravan,cafe,Australia,ChIJc4lJWgAv2msRXlPxCgytCuo,-21.1363373,148.9638514
Wilderness Bar,wilderness-bar,"Shop 1, 2-4 Ebert Parade",Lawnton,Lawnton,QLD,AUSTRALIA,4501,0414 613 839,,wildernessbar_,"cafe,stockist",Australia,ChIJwWLEO538k2sR2ztfVEklvc4,-27.2825914,152.980405
Workshop,workshop,"Level 1, 413-417 Elizabeth St",Melbourne,Melbourne,VIC,AUSTRALIA,3000,(03) 9326 4365,http://www.workshopbar.com.au/,workshop_bar_melbourne,cafe,Australia,ChIJo8BJ0TRd1moR1wIOKOsrCWU,-37.8091894,144.9605565
Mister Crunch,mister-crunch,223 Yarra St,South Geelong,South Geelong,VIC,AUSTRALIA,3220,0408 442 322,https://www.facebook.com/mistercrunch01/,mister_crunch,cafe,Australia,ChIJl2oC7HkV1GoRVngFsDhYWoY,-38.1591404,144.3584181
Essence Food Co,essence-food-co,8 Merlot Grove,Sunbury,Sunbury,VIC,AUSTRALIA,3429,(03) 8716 0857,http://www.essencefoodco.com.au/,,cafe,Australia,ChIJDxvgavn41moRZhAh1UoHR1M,-37.567652,144.7481074
Upsy Daisy,upsy-daisy,1062 Glen Huntly Rd,Glen Huntly,Glen Huntly,VIC,AUSTRALIA,3163,(03) 9571 0050,,upsydaisy3163,cafe,Australia,ChIJ8RApUZtp1moRHypa4wKfuPg,-37.889057,145.037769
Trentham General,trentham-general,37a High St,Trentham,Trentham,VIC,AUSTRALIA,3458,0456 143 193,https://www.facebook.com/TrenthamGeneral-196011944539936/,trentham.general,cafe,Australia,ChIJ61oUaoDb1moRL1ADbLCCcMc,-37.3889846,144.322299
Rriot House,rriot-house,276 Nicholson St,Fitzroy,Fitzroy,VIC,AUSTRALIA,3065,(03) 9416 4768,https://ohjeanrecords.com/,rriot_house,"cafe,stockist",Australia,ChIJDbsmDCdD1moRflhgXuQhiTA,-37.7966245,144.9753496
Hey Joe Espresso Bar,hey-joe-espresso-bar,43 Otho St,Inverell,Inverell,NSW,AUSTRALIA,2360,0478 608 406,http://www.facebook.com/heyjoe.espressobar,heyjoe.espressobar,"cafe,stockist",Australia,ChIJ7buXLPT3oWsRXe2H_Q4Vdks,-29.7748142,151.1118534
Merriweather Cafe ,merriweather-cafe,27 Russell St,South Brisbane,South Brisbane,QLD,AUSTRALIA,4101,07 3844 3609,,merriweathercaf,cafe,Australia,ChIJ5TihkwlakWsRqMB-mG_h1c8,-27.4771245,153.01635
Knead,knead,"Shop 18, Belconnen Fresh Food Market",Belconnen,Canberra,ACT,AUSTRALIA,2617,=+61 2 6162 3200,https://www.facebook.com/KneadPatisserieCanberra/,kneadpatisserie.cbr,cafe,Australia,ChIJHw_fDHytF2sRT4iFqf2Ujh8,-35.245479,149.064723
Middle Ground,middle-ground,Globe Lane,Wollongong,,NSW,AUSTRALIA,2500,,,middlegroundcoffeehouse,cafe,Australia,,-34.425505,150.893818
Paramount Recreation Club,paramount-recreation-club,"Level 2, 80 Commonwealth St",Surry Hills,Surry Hills,NSW,AUSTRALIA,2010,(02) 9211 1018,http://www.paramountrecreation.club/,paramountrecclub,cafe,Australia,ChIJsZJL9heuEmsRPCzZi9lB79w,-33.8793612,151.2110565
Le Croissant,le-croissant,1204 Toorak Rd,Camberwell,Camberwell,VIC,AUSTRALIA,3124,(03) 9809 2263,http://lecroissant.com.au/,,cafe,Australia,ChIJD2rKorlB1moR5ZWspOmffYQ,-37.84881,145.080353
Knead,knead,Unit 55 65 Constitution Avenue,Campbell,Campbell,ACT,AUSTRALIA,2612,0422 159 633,https://m.facebook.com/KneadPatisserieCanberra,kneadpatisserie.cbr,"cafe,stockist",Australia,ChIJ1S88uXBNFmsR7IJ-9XZqzS4,-35.291031,149.144599
Peppercorn,peppercorn,68 High St,Northcote,Northcote,VIC,AUSTRALIA,3070,0401 312 120,https://peppercorn-northcote.business.site/,peppercornnorthcote,cafe,Australia,ChIJ-40owpJD1moR1436vUg7qcM,-37.78061539999999,144.9969383
Yellow Bird Cafe,yellow-bird-cafe,122 Chapel St,Windsor,Windsor,VIC,AUSTRALIA,3181,(03) 9533 8983,http://www.yellowbird.com.au/,yellowbirdcafe,"cafe,stockist",Australia,ChIJMWQmaTpo1moRImVSbVM5cUE,-37.853947,144.9931806
Pho Queue,pho-queue,9 Cracknell Road,Annerley,Annerley,QLD,AUSTRALIA,4103,(07) 3195 6915,http://phoqueue.com.au/,phoqueuepdk,cafe,Australia,ChIJD97rLo5akWsRVFi6B-2sCng,-27.5185627,153.0298915
Mi Casa Le Cafe,mi-casa-le-cafe,"Unit 4, 3245 Logan Road",Underwoood,Underwoood,QLD,AUSTRALIA,4119,0478 514 300,https://www.facebook.com/micasacafeunderwood/,,cafe,Australia,ChIJKaCoHn9DkWsRf0YfFyp-EJQ,-27.6097626,153.1131068
Arlo Brighton,arlo-brighton,"Shop 2, Railway Walk",Brighton,Brighton,VIC,AUSTRALIA,3186,0411 758 385,,,cafe,Australia,ChIJ-V-7Hr5p1moRAlznZL2QP3E,-37.9151651,144.9966373
Loading Bay,loading-bay,"Rear Laneway, 106 Edward St",Brisbane,Brisbane,QLD,AUSTRALIA,4000,(07) 3229 6755,https://rixonhair.com.au/,,cafe,Australia,ChIJvXz8PR1akWsRT_8_Hjk46Jg,-27.4704754,153.0286242
Queenside,queenside,"Shop 1, 727 New Canterbury Road",Dulwich Hill,Dulwich Hill,NSW,AUSTRALIA,2203,0434 685 002,http://www.queensidedulwichhill.com/,queenside_dulwichhill,cafe,Australia,ChIJacollpS7EmsR9McLPnT8_hw,-33.9050849,151.1335951
Transform Health,transform-health,251 Oxford Street,Darlinghurst,Darlinghurst,NSW,AUSTRALIA,2010,0409 713 959,http://www.transformhealth.com.au/,transformhealthdeli,cafe,Australia,ChIJP3MjIJ-tEmsRAE92qmO8uMI,-33.8816273,151.21859
Manny's Italian,manny-s-italian,3/391 Marn Road,Wellington Point,Wellington Point,QLD,AUSTRALIA,4160,(07) 3134 2855,http://www.mannysitalian.com.au/,mannysitalian,cafe,Australia,ChIJiZAXVN1gkWsR5ETtnGUFsjY,-27.4866864,153.2388899
Bakehouse Steakhouse,bakehouse-steakhouse,Crn Darling and West Street,Woodend,Woodend,QLD,AUSTRALIA,4305,(07) 3281 8132,https://www.bakehousesteakhouse.com/,bakehousesteakhouse,cafe,Australia,ChIJc0G0L_a1lmsRjjuQs6uKdXI,-27.6130758,152.7570909
Daniel Son,daniel-son,471-473 Neerim Rd,Murrumbeena,Murrumbeena,VIC,AUSTRALIA,3163,0497 690 628,http://www.danielsoncafe.com.au/,danielson_melb,"cafe,stockist",Australia,ChIJFZe0NDlq1moRcxRhScln5-4,-37.889973,145.0675514
Neesh,neesh,896 Stanley Street,East Brisbane,Brisbane,QLD,AUSTRALIA,4169,,https://www.facebook.com/neeshbar/?ref=py_c,,cafe,Australia,ChIJ7XRPoT9akWsRGss4SkeHHA0,-27.487015,153.040888
The Milk Bar Coffee Co,the-milk-bar-coffee-co,1/68 Sixth Avenue,Maroochydore,Maroochydore,QLD,AUSTRALIA,4558,0423 124 921,https://m.facebook.com/Themilkbarcoffeeco/,themilkbarcoffeeco,"cafe,stockist",Australia,ChIJU1h1Gnx2k2sRS2Smj6Wi_to,-26.65787,153.1020414
